NOTE: Runaway jobs are jobs that don't exist in the controller but have a start time and no end time in the database
ID|Name|Partition|Cluster|State|TimeSubmit|TimeStart|TimeEnd
275|job-chemistry-10|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
276|job-physics-10|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
277|job-biology-10|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
278|job-finance-10|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
279|job-mathematics-10|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
280|job-unallocated-10|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
281|job-general-11|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
282|job-chemistry-11|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
283|job-physics-11|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
284|job-biology-11|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
285|job-finance-11|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
286|job-mathematics-11|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
287|job-unallocated-11|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
288|job-general-11|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
289|job-chemistry-11|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
290|job-physics-11|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
291|job-biology-11|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
292|job-finance-11|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
293|job-mathematics-11|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
294|job-unallocated-11|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
295|job-general-11|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
296|job-chemistry-11|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
297|job-physics-11|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
298|job-biology-11|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
299|job-finance-11|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
300|job-mathematics-11|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
301|job-unallocated-11|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
302|job-general-11|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
303|job-chemistry-11|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
304|job-physics-11|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
305|job-biology-11|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
306|job-finance-11|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
307|job-mathematics-11|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
308|job-unallocated-11|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
309|job-general-12|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
310|job-chemistry-12|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
311|job-physics-12|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
312|job-biology-12|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
313|job-finance-12|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
314|job-mathematics-12|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
315|job-unallocated-12|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
316|job-general-12|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
317|job-chemistry-12|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
318|job-physics-12|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
319|job-biology-12|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
320|job-finance-12|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
321|job-mathematics-12|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
322|job-unallocated-12|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
323|job-general-12|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
324|job-chemistry-12|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
325|job-physics-12|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
326|job-biology-12|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
327|job-finance-12|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
328|job-mathematics-12|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
329|job-unallocated-12|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
330|job-general-12|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
331|job-chemistry-12|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
332|job-physics-12|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
333|job-biology-12|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
334|job-finance-12|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
335|job-mathematics-12|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
336|job-unallocated-12|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
337|job-general-13|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
338|job-chemistry-13|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
339|job-physics-13|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
340|job-biology-13|biology|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
341|job-finance-13|finance|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
342|job-mathematics-13|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
343|job-unallocated-13|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
344|job-general-13|general|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
345|job-chemistry-13|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
346|job-physics-13|physics|stui-test-cluster|PENDING|2025-07-13T17:14:21|Unknown|Unknown
347|job-biology-13|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
348|job-finance-13|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
349|job-mathematics-13|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
350|job-unallocated-13|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
351|job-general-13|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
352|job-chemistry-13|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
353|job-physics-13|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
354|job-biology-13|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
355|job-finance-13|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
356|job-mathematics-13|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
357|job-unallocated-13|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
358|job-general-13|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
359|job-chemistry-13|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
360|job-physics-13|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
361|job-biology-13|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
362|job-finance-13|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
363|job-mathematics-13|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
364|job-unallocated-13|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
365|job-general-14|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
366|job-chemistry-14|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
367|job-physics-14|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
368|job-biology-14|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
369|job-finance-14|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
370|job-mathematics-14|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
371|job-unallocated-14|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
372|job-general-14|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
373|job-chemistry-14|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
374|job-physics-14|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
375|job-biology-14|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
376|job-finance-14|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
377|job-mathematics-14|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
378|job-unallocated-14|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
379|job-general-14|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
380|job-chemistry-14|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
381|job-physics-14|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
382|job-biology-14|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
383|job-finance-14|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
384|job-mathematics-14|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
385|job-unallocated-14|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
386|job-general-14|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
387|job-chemistry-14|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
388|job-physics-14|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
389|job-biology-14|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
390|job-finance-14|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
391|job-mathematics-14|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
392|job-unallocated-14|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
393|job-general-15|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
394|job-chemistry-15|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
395|job-physics-15|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
396|job-biology-15|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
397|job-finance-15|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
398|job-mathematics-15|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
399|job-unallocated-15|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
400|job-general-15|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
401|job-chemistry-15|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
402|job-physics-15|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
403|job-biology-15|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
404|job-finance-15|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
405|job-mathematics-15|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
406|job-unallocated-15|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
407|job-general-15|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
408|job-chemistry-15|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
409|job-physics-15|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
410|job-biology-15|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
411|job-finance-15|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
412|job-mathematics-15|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
413|job-unallocated-15|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
414|job-general-15|general|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
415|job-chemistry-15|chemistry|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
416|job-physics-15|physics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
417|job-biology-15|biology|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
418|job-finance-15|finance|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
419|job-mathematics-15|mathematics|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown
420|job-unallocated-15|unallocated|stui-test-cluster|PENDING|2025-07-13T17:14:22|Unknown|Unknown

Would you like to fix these runaway jobs?
(This will set the end time for each job to the latest out of the start, eligible, or submit times, and set the state to completed.
Once corrected, this will trigger the rollup to reroll usage from before the earliest submit time of all the runaway jobs.)

 (You have 30 seconds to decide)
(N/y):
Changes Discarded
